"","p","q","P","Q","AIC","BIC","AICc"
"312","1","2","3","5","-6.22202405513467","-6.0331561290559","-5.49274228717887"
"313","1","2","4","0","-6.22202405513467","-6.0331561290559","-5.49274228717887"
"314","1","2","4","1","-6.21114879839917","-6.04326619744026","-5.81662825045396"
"315","1","2","4","2","-6.2061653315856","-6.02779006806676","-5.71165983708011"
"316","1","2","4","3","-6.27341053520627","-6.0845426091275","-5.66734992914566"
"317","1","2","4","4","-6.26176943107834","-6.06240884243964","-5.53248766312254"
"318","1","2","4","5","-6.25183903627","-6.04198578507136","-5.38757310829216"
"319","1","2","5","0","-6.25183903627","-6.04198578507136","-5.38757310829216"
"320","1","2","5","1","-6.19752215159202","-6.00865422551325","-5.70301665708653"
"321","1","2","5","2","-6.19566632651973","-5.99630573788102","-5.58960572045912"
"322","1","2","5","3","-6.2494372749833","-6.03958402378466","-5.5201555070275"
"323","1","2","5","4","-6.24511379935837","-6.0247678855998","-5.38084787138053"
"324","1","2","5","5","-6.26387141053209","-6.03303283421358","-5.25276029942098"
"325","1","3","0","0","-6.26387141053209","-6.03303283421358","-5.25276029942098"
"326","1","3","0","1","-6.10560085210302","-6.01116688906363","-5.94255737384215"
"327","1","3","0","2","-6.03582720201299","-5.93090057641367","-5.80694436822553"
"328","1","3","0","3","-6.03582720201299","-5.93090057641367","-5.80694436822553"
"329","1","3","0","4","-6.03582720201299","-5.93090057641367","-5.80694436822553"
"330","1","3","0","5","-6.03582720201299","-5.93090057641367","-5.80694436822553"
"331","1","3","1","0","-6.03582720201299","-5.93090057641367","-5.80694436822553"
"332","1","3","1","1","-6.20598819652839","-6.09056890836913","-5.97710536274092"
"333","1","3","1","2","-6.20138165288891","-6.07546970216973","-5.89537072392716"
"334","1","3","1","3","-6.20492747357602","-6.06852286029691","-5.81040692563082"
"335","1","3","1","4","-6.21771783414285","-6.0708205583038","-5.72321233963735"
"336","1","3","1","5","-6.21634344208109","-6.05895350368212","-5.61028283602049"
"337","1","3","2","0","-6.21634344208109","-6.05895350368212","-5.61028283602049"
