,p,q,P,Q,AIC,BIC,AICc
252,1,0,5,5,-6.13039689071215,-5.96644363168106,-5.40111512275635
253,1,1,0,0,-6.13039689071215,-5.96644363168106,-5.40111512275635
254,1,1,0,1,-6.13039689071215,-5.96644363168106,-5.40111512275635
255,1,1,0,2,-6.04311722630315,-5.95567548815323,-5.93471614229231
256,1,1,0,3,-6.03793667549808,-5.93956472007943,-5.87489319723721
257,1,1,0,4,-6.03019139971491,-5.92088922702752,-5.80130856592745
258,1,1,0,5,-6.02689531425012,-5.90666292429399,-5.72088438528838
259,1,1,1,0,-6.06487736119466,-5.98836584031348,-6.00001249632979
260,1,1,1,1,-6.18907701444889,-6.10163527629897,-6.08067593043805
261,1,1,1,2,-6.1819116239325,-6.08353966851384,-6.01886814567163
262,1,1,1,3,-6.15278227777722,-6.04348010508983,-5.92389944398975
263,1,1,1,4,-6.14149925101301,-6.02126686105688,-5.83548832205126
264,1,1,1,5,-6.14255410948446,-6.01139150225958,-5.74803356153925
265,1,1,2,0,-6.11649836166466,-6.02905662351475,-6.00809727765382
266,1,1,2,1,-6.17956438903749,-6.08119243361883,-6.01652091077662
267,1,1,2,2,-6.17626181506991,-6.06695964238251,-5.94737898128244
268,1,1,2,3,-6.1506130074774,-6.03038061752127,-5.84460207851565
269,1,1,2,4,-6.14321624934673,-6.01205364212186,-5.74869570140152
270,1,1,2,5,-6.13749481795504,-5.99540199346142,-5.64298932344954
271,1,1,3,0,-6.10600580151438,-6.00763384609572,-5.94296232325351
272,1,1,3,1,-6.15304616623174,-6.04374399354435,-5.92416333244428
273,1,1,3,2,-6.14979616002468,-6.02956377006854,-5.84378523106293
274,1,1,3,3,-6.14602700865062,-6.01486440142574,-5.75150646070541
275,1,1,3,4,-6.1424539564444,-6.00036113195079,-5.6479484619389
276,1,1,3,5,-6.13580797961667,-5.98278493785432,-5.52974737355606
277,1,1,4,0,-6.1243881540807,-6.01508598139331,-5.89550532029323
278,1,1,4,1,-6.14299684575781,-6.02276445580167,-5.83698591679606
279,1,1,4,2,-6.13934598000005,-6.00818337277518,-5.74482543205484
280,1,1,4,3,-6.1434621307385,-6.00136930624489,-5.648956636233
281,1,1,4,4,-6.14097065055609,-5.98794760879374,-5.53491004449548
282,1,1,4,5,-6.1346197380918,-5.97066647906071,-5.405337970136
283,1,1,5,0,-6.1083370575286,-5.98810466757246,-5.80232612856685
284,1,1,5,1,-6.13289597649315,-6.00173336926828,-5.73837542854795
285,1,1,5,2,-6.12942418455957,-5.98733136006596,-5.63491869005408
286,1,1,5,3,-6.13121680368321,-5.97819376192086,-5.5251561976226
287,1,1,5,4,-6.12556708422486,-5.96161382519377,-5.39628531626906
288,1,1,5,5,-6.12897001432743,-5.95408653802759,-5.26470408634959
